Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Table,"Shots per 
game"
Patrick Burner,6.7,69,D(R),15.0,1354.0,0.0,3.0,0.0,0.6,0.0,2.1,1.8,0.9,0.5,2.1,1.0,0.3,0.0,0.0,0.5,0.8,0.7,0.0,0.6,1.2,0.3,36.5,83.9,0.4,1.5,0.0,Data,0.5562858827919068
Nicolas Cozza,6.69,69,D(C),11.0,986.0,1.0,0.0,0.0,1.3,0.0,1.6,2.1,0.9,0.3,2.7,0.5,0.8,0.0,0.0,0.0,0.7,0.8,0.0,0.7,1.6,0.3,36.8,84.1,0.0,1.8,0.0,Data,0.5562858827919068
Faitout Maouassa,6.64,69,"D(L), M(L)",25.0,2138.0,1.0,1.0,1.0,0.7,0.0,2.0,0.9,0.4,0.5,2.4,0.6,0.2,0.0,0.0,0.3,0.9,0.9,0.0,0.9,0.9,0.5,24.9,71.2,0.6,1.6,0.0,Data,0.5562858827919068
Thomas Fontaine,6.6,69,D(C),4.0,417.0,1.0,1.0,0.0,1.4,0.0,0.9,1.0,0.9,0.3,4.0,0.4,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.4,0.3,28.9,85.6,0.0,3.7,0.1,Data,0.5562858827919068
Nicolas de Preville,6.59,69,"AM(CLR), FW",14.0,1270.0,2.0,5.0,0.0,1.3,0.0,1.2,0.4,1.8,0.0,0.8,0.9,0.0,0.0,3.0,1.4,1.0,1.5,0.2,1.3,2.5,1.0,18.4,74.5,0.5,1.0,0.0,Data,0.5562858827919068
Abdallah Ndour,6.54,69,Defender,4.0,295.0,0.0,0.0,0.0,0.8,0.0,1.5,1.3,0.8,0.3,2.0,1.3,0.5,0.0,0.0,0.3,0.0,1.0,0.0,0.5,1.0,0.5,36.3,80.0,0.8,2.5,0.0,Data,0.5562858827919068
Moustapha Diallo,6.51,69,M(C),6.0,459.0,1.0,5.0,0.0,4.1,0.0,2.3,1.4,2.7,0.0,1.9,1.1,0.1,0.0,0.0,0.9,0.0,1.3,0.0,0.1,1.4,0.3,24.7,67.1,0.0,0.7,0.0,Data,0.5562858827919068
Timothy Weah,6.5,69,"Forward, Forward",1.0,54.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,3.5,57.1,0.0,0.5,0.0,Data,0.5562858827919068
Ignatius Ganago,6.45,69,FW,9.0,1034.0,0.0,1.0,0.0,1.3,0.0,0.2,0.1,0.5,0.0,0.3,0.4,0.0,0.0,2.0,1.4,0.8,0.6,0.1,0.8,1.3,0.6,11.1,78.3,0.0,0.0,0.1,Data,0.5562858827919068
Samuel Moutoussamy,6.45,69,M(CL),19.0,1652.0,3.0,0.0,0.0,0.3,1.0,1.3,0.3,0.6,0.0,0.6,0.8,0.1,0.0,2.0,0.9,0.6,0.4,0.1,1.0,0.9,0.8,22.7,81.4,0.1,0.6,0.0,Data,0.5562858827919068
Mehdi Zeffane,6.41,69,"D(LR), M(R)",14.0,1215.0,0.0,4.0,0.0,0.9,0.0,1.0,0.9,0.6,0.1,1.7,0.8,0.3,0.0,1.0,0.3,0.2,0.3,0.1,0.5,0.8,0.6,31.1,82.6,0.2,1.6,0.0,Data,0.5562858827919068
Zaydou Youssouf,6.25,69,AM(CR),7.0,426.0,0.0,1.0,0.0,0.5,0.0,0.6,0.5,0.9,0.0,0.0,0.4,0.1,0.0,0.0,0.5,0.6,1.2,0.1,1.2,1.1,0.3,15.9,77.1,0.1,0.7,0.0,Data,0.5562858827919068
Steven Fortes,6.25,69,Defender,1.0,136.0,0.0,0.0,0.0,2.3,0.0,1.0,0.7,0.3,0.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,16.7,86.0,0.0,1.0,0.0,Data,0.5562858827919068
Facundo Píriz,6.24,69,DMC,0.0,112.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.3,0.0,0.3,0.8,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,10.7,79.7,0.0,0.5,0.0,Data,0.5562858827919068
Quentin Cornette,6.14,69,AM(R),3.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.8,0.6,0.0,0.0,0.0,1.0,0.6,1.4,0.2,1.4,1.6,0.0,12.2,78.7,0.4,0.0,0.0,Data,0.5562858827919068
Kyle Walker-Peters,6.95,69,"D(R), D(R)",4.0,374.0,3.0,1.0,0.0,0.5,0.0,1.2,0.7,0.7,0.0,0.7,0.2,0.2,0.0,0.0,0.3,1.5,1.7,0.2,0.5,0.5,1.2,31.3,83.0,0.7,0.5,0.0,Data,0.5562858827919068
Hamza Choudhury,6.76,69,M(C),7.0,597.0,0.0,0.0,0.0,0.6,0.0,2.7,1.7,0.8,0.0,1.3,0.7,0.3,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.8,0.6,26.7,84.6,0.1,1.1,0.0,Data,0.5562858827919068
Denis Odoi,6.62,69,D(CLR),29.0,2594.0,1.0,4.0,0.0,1.8,0.0,1.5,1.3,1.2,0.3,4.6,0.4,0.8,1.0,0.0,0.3,0.5,1.0,0.0,0.4,0.6,0.4,43.0,82.1,0.1,2.2,0.0,Data,0.5562858827919068
Lee Peltier,6.54,69,"D(CLR), DMC, M(R)",17.0,1543.0,0.0,4.0,0.0,1.5,0.0,2.0,0.9,0.8,0.2,2.7,0.6,0.6,0.0,0.0,0.1,0.2,0.3,0.0,0.2,0.4,0.1,17.1,60.2,0.2,1.1,0.0,Data,0.5562858827919068
Carl Jenkinson,6.31,69,D(R),2.0,167.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.3,25.0,77.3,0.0,0.0,0.0,Data,0.5562858827919068
Jazz Richards,6.04,69,"D(LR), M(R)",0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,1.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.5,69.2,0.0,0.0,0.0,Data,0.5562858827919068
Mohamed Fares,6.81,69,"D(L), M(L)",32.0,2947.0,0.0,12.0,0.0,1.2,3.0,1.8,1.5,1.5,0.2,1.7,0.8,0.1,0.0,3.0,1.6,1.0,1.1,0.0,1.1,1.5,1.1,32.1,78.4,0.9,0.9,0.0,Data,0.5562858827919068
Hidde ter Avest,6.6,69,"D(R), M(R)",12.0,981.0,1.0,0.0,0.0,0.7,0.0,2.0,0.8,0.3,0.1,1.7,0.5,0.2,0.0,0.0,0.2,0.3,0.5,0.0,0.5,0.6,0.6,29.3,73.2,0.5,0.7,0.0,Data,0.5562858827919068
Luca Valzania,6.6,69,M(C),11.0,906.0,1.0,4.0,0.0,0.8,0.0,1.6,1.2,1.0,0.0,0.5,1.5,0.0,0.0,2.0,1.5,0.5,1.3,0.0,0.4,1.4,0.8,19.4,77.0,0.2,0.8,0.1,Data,0.5562858827919068
Luca Valzania,6.57,69,M(C),1.0,73.0,0.0,0.0,0.0,2.0,0.0,2.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,13.0,76.9,0.0,0.5,0.0,Data,0.5562858827919068
Leo Stulac,6.54,69,M(C),17.0,1451.0,2.0,3.0,0.0,0.5,1.0,0.7,1.3,0.5,0.0,1.2,0.5,0.5,0.0,0.0,0.8,0.3,1.1,0.0,0.7,0.7,0.8,25.0,85.8,0.5,2.0,0.0,Data,0.5562858827919068
Matteo Scozzarella,6.5,69,M(C),17.0,1469.0,3.0,8.0,0.0,0.2,0.0,0.8,1.0,1.2,0.0,1.4,1.1,0.4,0.0,0.0,0.4,0.3,0.5,0.0,0.2,0.5,0.9,28.4,82.4,0.7,3.0,0.1,Data,0.5562858827919068
Mattia Valoti,6.41,69,AM(CL),14.0,1227.0,0.0,6.0,0.0,1.0,0.0,1.4,0.8,1.4,0.1,0.6,0.7,0.0,0.0,2.0,0.8,0.4,1.2,0.0,0.7,0.9,0.4,20.7,80.6,0.1,0.7,0.0,Data,0.5562858827919068
Andrea Favilli,6.38,69,Forward,0.0,166.0,2.0,0.0,0.0,1.5,0.0,0.2,0.0,1.2,0.0,0.2,0.2,0.0,0.0,0.0,0.8,0.3,0.3,0.2,0.2,1.0,0.5,7.3,75.0,0.0,0.3,0.0,Data,0.5562858827919068
Pedro Pereira,6.36,69,"D(R), M(R)",15.0,1379.0,0.0,1.0,0.0,0.7,0.0,0.8,0.5,0.7,0.1,1.8,0.3,0.2,0.0,0.0,0.1,0.5,0.4,0.0,0.5,0.8,0.7,18.2,75.5,0.4,0.8,0.0,Data,0.5562858827919068
Francesco Cassata,6.36,69,AM(C),14.0,1130.0,2.0,9.0,1.0,0.4,0.0,1.1,0.3,1.6,0.1,0.6,0.7,0.1,0.0,2.0,0.7,1.0,1.2,0.0,0.9,1.2,0.6,17.4,77.9,0.1,1.4,0.0,Data,0.5562858827919068
Danilo Soddimo,6.32,69,AM(L),1.0,244.0,1.0,2.0,0.0,0.6,0.0,1.1,0.7,0.9,0.0,0.2,0.3,0.1,0.0,0.0,0.6,0.2,0.4,0.0,0.5,0.7,0.8,10.0,80.0,0.6,0.5,0.0,Data,0.5562858827919068
Nicolas Frey,6.31,69,D(CLR),3.0,227.0,0.0,0.0,0.0,0.6,0.0,0.6,1.4,0.4,0.0,3.4,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,20.0,78.0,0.0,2.2,0.0,Data,0.5562858827919068
Mattias Svanberg,6.31,69,M(CL),13.0,1175.0,3.0,2.0,0.0,0.4,0.0,1.0,0.5,1.2,0.0,0.5,0.6,0.3,0.0,0.0,1.0,0.4,1.4,0.0,0.7,1.0,0.7,13.5,77.2,0.3,0.7,0.0,Data,0.5562858827919068
Matteo Brighi,6.26,69,M(C),1.0,224.0,0.0,1.0,0.0,0.4,0.0,1.1,0.3,0.6,0.0,0.3,0.7,0.0,0.0,1.0,0.1,0.0,0.9,0.0,0.4,0.5,0.2,9.2,80.4,0.0,0.1,0.0,Data,0.5562858827919068
Lorenzo Dickmann,6.12,69,Defender,2.0,174.0,0.0,1.0,0.0,0.5,0.0,0.8,0.2,0.5,0.0,0.5,0.3,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.2,0.3,0.0,7.7,71.7,0.2,0.0,0.0,Data,0.5562858827919068
Linton Maina,6.54,68,AM(LR),17.0,1425.0,3.0,1.0,0.0,0.2,0.0,1.4,0.7,0.5,0.0,0.2,0.6,0.0,0.0,1.0,1.1,1.0,0.8,0.1,0.9,2.1,0.8,21.0,76.4,0.3,0.4,0.1,Data,0.5562858827919068
Florent Muslija,6.51,68,Midfielder,6.0,676.0,0.0,1.0,0.0,0.0,0.0,0.9,0.2,0.3,0.0,0.1,0.2,0.0,0.0,2.0,1.2,0.9,0.9,0.1,0.9,1.5,0.9,16.8,79.0,0.3,0.9,0.0,Data,0.5562858827919068
Marco Friedl,6.48,68,D(CL),5.0,473.0,0.0,3.0,0.0,1.1,0.0,1.1,1.9,1.1,0.6,2.7,1.1,0.9,0.0,0.0,0.1,0.3,0.7,0.0,0.3,0.6,0.0,34.1,85.4,0.0,2.3,0.0,Data,0.5562858827919068
Adam Zrelák,6.42,68,FW,10.0,940.0,1.0,4.0,0.0,3.9,0.0,1.0,0.1,1.4,0.0,0.9,0.3,0.1,0.0,2.0,1.2,0.1,0.5,0.7,0.5,2.1,0.6,13.7,56.3,0.0,0.3,0.0,Data,0.5562858827919068
Georg Teigl,6.29,68,"D(R), M(R)",2.0,292.0,0.0,0.0,0.0,0.2,0.0,0.8,1.2,0.3,0.2,0.7,0.0,0.0,0.0,0.0,0.2,0.3,0.5,0.3,0.5,0.7,0.3,10.5,57.1,0.0,0.2,0.0,Data,0.5562858827919068
Cedric Teuchert,5.99,68,FW,2.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.2,0.4,2.0,0.2,3.0,60.0,0.0,0.0,0.0,Data,0.5562858827919068
Sergio Reguilón,7.0,68,D(L),13.0,1122.0,2.0,3.0,0.0,1.1,0.0,1.8,1.4,1.7,0.2,2.5,0.8,0.2,0.0,0.0,0.4,0.8,2.1,0.0,0.4,1.6,1.2,47.6,85.9,0.3,2.4,0.0,Data,0.5562858827919068
Óscar Rodríguez,6.9,68,AM(C),29.0,2515.0,3.0,5.0,0.0,0.7,1.0,1.5,0.5,1.0,0.0,0.4,1.4,0.1,0.0,4.0,2.0,1.2,0.9,0.1,1.1,1.9,1.5,30.6,75.4,1.3,1.7,0.0,Data,0.5562858827919068
Óscar Trejo,6.64,68,M(CLR),22.0,1774.0,4.0,5.0,1.0,1.1,0.0,2.2,0.7,1.8,0.0,0.5,1.0,0.1,0.0,1.0,0.8,1.3,1.7,0.1,1.8,2.3,1.1,32.3,78.5,0.2,0.5,0.1,Data,0.5562858827919068
Óscar Duarte,6.5,68,"D(C), DMC",7.0,657.0,0.0,0.0,0.0,2.1,0.0,1.1,1.2,0.7,0.3,3.1,0.3,0.6,1.0,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.2,30.3,87.1,0.0,3.0,0.0,Data,0.5562858827919068
Andoni Gorosabel,6.44,68,D(R),6.0,456.0,0.0,0.0,0.0,1.0,0.0,2.3,0.6,0.7,0.0,2.3,0.7,0.1,0.0,0.0,0.3,0.1,0.7,0.0,0.6,1.7,0.6,30.0,79.0,0.4,1.0,0.0,Data,0.5562858827919068
Kevin Vázquez,6.27,68,D(R),2.0,218.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.3,0.8,2.0,0.8,0.8,0.0,0.0,0.0,0.3,1.8,0.0,0.3,0.5,0.3,23.0,77.2,0.3,0.5,0.0,Data,0.5562858827919068
Djegui Koita,6.91,68,Defender,1.0,173.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,0.5,0.0,4.5,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,29.0,70.7,0.0,3.0,0.0,Data,0.5562858827919068
Sofiane Alakouch,6.85,68,D(R),23.0,1901.0,0.0,4.0,0.0,0.8,1.0,3.2,1.8,1.2,0.2,1.8,1.1,0.2,0.0,1.0,0.5,0.8,1.3,0.0,0.6,1.2,0.8,32.1,74.3,0.2,1.2,0.1,Data,0.5562858827919068
Enock Kwateng,6.83,68,"D(R), M(R)",22.0,2040.0,1.0,4.0,0.0,1.5,0.0,2.2,2.6,0.9,0.3,1.6,1.2,0.1,0.0,0.0,0.2,0.8,0.7,0.0,0.5,1.0,0.6,32.3,70.4,0.6,1.1,0.0,Data,0.5562858827919068
Mathieu Cafaro,6.79,68,AM(CL),24.0,2103.0,3.0,5.0,0.0,0.4,2.0,1.7,0.6,1.0,0.0,0.2,1.3,0.0,0.0,7.0,2.1,0.7,0.9,0.1,0.9,1.6,1.1,17.8,68.8,1.2,1.1,0.0,Data,0.5562858827919068
Théo Pellenard,6.75,68,D(L),6.0,496.0,0.0,0.0,0.0,1.7,0.0,1.8,0.8,1.8,0.2,2.5,0.5,0.3,0.0,0.0,0.2,1.3,0.2,0.0,1.2,0.7,0.7,43.8,82.9,0.5,0.2,0.0,Data,0.5562858827919068
Antonin Bobichon,6.67,68,M(CL),24.0,2155.0,2.0,2.0,0.0,0.6,1.0,1.1,0.5,1.2,0.0,0.4,1.4,0.1,0.0,7.0,1.2,0.6,0.4,0.0,0.8,1.0,0.9,27.5,83.3,0.5,1.5,0.0,Data,0.5562858827919068
Pierre-Yves Polomat,6.63,68,"D(L), M(L)",11.0,949.0,2.0,2.0,0.0,0.9,0.0,1.0,1.2,0.7,0.2,0.9,0.4,0.1,0.0,0.0,0.3,0.4,0.3,0.1,0.6,0.6,0.7,23.7,80.8,0.3,0.9,0.0,Data,0.5562858827919068
Toma Basic,6.59,68,AM(C),16.0,1336.0,0.0,3.0,0.0,1.3,1.0,1.4,0.4,1.0,0.0,1.0,0.9,0.0,0.0,2.0,0.9,0.8,1.0,0.0,0.8,1.2,0.9,24.7,82.4,0.5,2.0,0.0,Data,0.5562858827919068
Herve Lybohy,6.51,68,D(C),15.0,1474.0,0.0,3.0,0.0,1.6,0.0,1.3,0.8,1.1,0.5,4.1,0.3,0.6,1.0,2.0,0.2,0.1,0.6,0.0,0.1,0.3,0.0,33.4,83.6,0.1,1.8,0.0,Data,0.5562858827919068
Malik Tchokounte,6.46,68,FW,16.0,1468.0,2.0,3.0,0.0,3.2,0.0,0.7,0.2,1.7,0.0,0.8,0.2,0.0,0.0,0.0,0.8,0.5,1.0,0.4,1.1,2.1,0.3,15.4,69.1,0.0,0.3,0.0,Data,0.5562858827919068
Mickaël Alphonse,6.44,68,D(R),6.0,567.0,0.0,0.0,0.0,1.5,0.0,0.9,0.8,0.8,0.1,2.3,0.1,0.1,0.0,1.0,0.3,0.4,0.9,0.0,0.3,0.9,0.7,20.3,64.6,0.4,0.5,0.0,Data,0.5562858827919068
Souleymane Camara,6.41,68,"M(R), FW",0.0,127.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.0,3.0,0.8,0.3,0.5,0.2,0.3,0.4,0.2,4.3,75.0,0.0,0.1,0.0,Data,0.5562858827919068
Fethi Harek,6.34,68,D(CL),2.0,178.0,0.0,1.0,0.0,1.7,0.0,1.3,0.3,0.3,0.3,2.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,20.7,69.4,0.0,1.0,0.0,Data,0.5562858827919068
Kevin NDoram,6.3,68,DMC,2.0,194.0,0.0,2.0,0.0,1.5,0.0,1.3,1.3,2.0,0.5,1.8,0.5,0.3,0.0,0.0,0.3,0.0,0.5,0.0,0.3,0.3,0.0,34.5,89.1,0.0,3.0,0.0,Data,0.5562858827919068
Wilfried Kanga,6.24,68,FW,4.0,483.0,0.0,3.0,0.0,0.6,1.0,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,2.0,1.0,0.2,0.3,0.0,0.4,1.1,0.3,4.8,68.6,0.1,0.1,0.0,Data,0.5562858827919068
Konstantinos Mavropanos,6.61,68,D(C),3.0,150.0,0.0,1.0,0.0,0.5,0.0,0.3,1.8,0.5,1.0,1.3,0.0,0.3,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,34.3,92.7,0.0,3.3,0.0,Data,0.5562858827919068
Luca Paganini,6.69,68,M(R),12.0,1121.0,0.0,2.0,0.0,2.6,0.0,1.8,1.4,1.9,0.2,0.9,1.1,0.3,0.0,2.0,2.0,0.3,2.5,0.1,1.2,1.5,0.6,26.6,76.4,0.4,1.1,0.0,Data,0.5562858827919068
Simone Iacoponi,6.56,68,D(CR),38.0,3350.0,0.0,4.0,0.0,1.5,0.0,1.6,1.0,0.9,0.3,3.6,0.5,0.7,0.0,0.0,0.3,0.3,0.8,0.0,0.3,0.8,0.3,30.1,72.8,0.0,2.3,0.0,Data,0.5562858827919068
Antonino La Gumina,6.43,68,FW,12.0,1091.0,2.0,1.0,0.0,0.8,2.0,0.2,0.3,0.8,0.0,0.2,0.2,0.1,0.0,2.0,1.2,0.8,1.0,0.9,0.7,1.5,0.3,6.5,78.9,0.0,0.0,0.0,Data,0.5562858827919068
Kevin Mirallas,6.42,68,"M(CLR), FW",15.0,1300.0,1.0,2.0,0.0,0.3,0.0,0.6,0.1,0.6,0.0,0.2,0.3,0.0,0.0,2.0,1.1,0.5,0.9,0.1,0.6,1.3,1.0,13.4,76.9,0.7,0.4,0.0,Data,0.5562858827919068
Paolo Sammarco,6.4,68,M(C),6.0,553.0,0.0,1.0,0.0,1.0,0.0,2.0,0.4,1.0,0.0,0.1,0.4,0.0,0.0,1.0,0.8,0.6,0.9,0.0,0.6,0.8,0.8,39.6,78.9,0.4,2.1,0.0,Data,0.5562858827919068
Musa Barrow,6.3,68,FW,6.0,592.0,2.0,0.0,0.0,0.5,0.0,0.4,0.0,0.3,0.0,0.1,0.1,0.0,0.0,1.0,1.4,0.3,0.2,0.1,0.6,1.9,0.7,10.4,79.0,0.1,0.3,0.0,Data,0.5562858827919068
Vittorio Parigini,6.23,68,AM(CL),2.0,366.0,0.0,2.0,0.0,0.4,0.0,0.6,0.1,0.5,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.9,0.1,0.5,1.3,0.5,5.6,71.6,0.2,0.2,0.0,Data,0.5562858827919068
Matteo Pessina,6.19,68,Midfielder,1.0,229.0,1.0,0.0,0.0,0.7,0.0,0.3,0.0,0.3,0.1,0.3,0.1,0.1,0.0,0.0,0.3,0.0,0.5,0.0,0.1,0.3,0.2,15.9,86.4,0.2,0.4,0.0,Data,0.5562858827919068
Samuel Mráz,6.15,68,Forward,2.0,168.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.5,0.7,0.3,7.0,81.0,0.0,0.2,0.0,Data,0.5562858827919068
Ignacio Camacho,7.34,67,"D(C), M(C)",6.0,540.0,0.0,3.0,0.0,5.5,1.0,2.5,3.0,2.3,0.0,2.0,0.7,0.3,0.0,0.0,1.2,0.2,1.8,0.2,0.2,0.8,0.3,50.0,78.3,0.0,5.8,0.3,Data,0.5562858827919068
Raphael Framberger,6.64,67,D(R),6.0,547.0,0.0,2.0,0.0,1.1,0.0,1.1,1.6,0.9,0.0,1.6,0.4,0.4,0.0,0.0,0.0,1.4,1.1,0.0,0.9,1.1,1.0,26.4,63.2,0.7,1.4,0.0,Data,0.5562858827919068
Gian-Luca Itter,6.63,67,"D(L), D(L)",1.0,93.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,1.5,0.0,21.5,88.4,0.0,1.5,0.0,Data,0.5562858827919068
Philipp Lienhart,6.43,67,D(C),7.0,612.0,0.0,0.0,0.0,1.2,0.0,0.4,0.8,0.1,0.1,2.7,0.2,0.5,0.0,0.0,0.3,0.4,0.4,0.0,0.1,0.4,0.1,20.7,81.7,0.1,1.9,0.0,Data,0.5562858827919068
Johannes Eggestein,6.41,67,"AM(R), FW",12.0,1118.0,1.0,0.0,0.0,0.7,1.0,0.6,0.2,0.7,0.0,0.2,0.6,0.0,0.0,4.0,1.5,0.7,0.6,0.0,1.6,2.0,0.4,13.5,72.3,0.1,0.3,0.0,Data,0.5562858827919068
Ridle Baku,6.38,67,M(C),10.0,938.0,0.0,1.0,0.0,0.6,0.0,1.2,0.5,0.6,0.0,0.4,0.3,0.1,0.0,0.0,0.7,0.5,0.9,0.1,0.6,0.9,0.4,29.5,82.4,0.0,2.1,0.0,Data,0.5562858827919068
Sergio Córdova,6.29,67,FW,3.0,516.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2,0.8,0.0,0.3,0.2,0.0,0.0,3.0,0.7,0.5,1.0,0.2,1.0,1.3,0.2,5.8,75.0,0.0,0.2,0.0,Data,0.5562858827919068
Reece Oxford,6.16,67,D(C),6.0,505.0,1.0,0.0,1.0,2.0,0.0,1.5,1.4,0.5,0.6,4.5,0.3,1.1,0.0,0.0,0.5,0.0,0.1,0.0,0.1,0.3,0.3,37.3,81.2,0.0,4.0,0.0,Data,0.5562858827919068
Peru Nolaskoain,6.63,67,Midfielder,4.0,465.0,0.0,2.0,1.0,1.9,0.0,1.4,1.3,0.6,0.5,2.3,0.5,0.8,0.0,2.0,0.5,0.3,0.1,0.0,0.1,0.3,0.1,34.5,86.2,0.0,1.8,0.0,Data,0.5562858827919068
Robin Le Normand,6.58,67,D(C),3.0,283.0,1.0,1.0,0.0,2.0,0.0,1.3,1.0,0.8,1.0,3.0,0.5,0.0,0.0,0.0,0.5,0.3,0.5,0.0,0.0,0.5,0.5,55.0,88.2,0.0,3.8,0.0,Data,0.5562858827919068
Javi Sánchez,6.5,67,Defender,0.0,45.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,87.5,0.0,2.0,0.0,Data,0.5562858827919068
Sergio Akieme,6.41,67,Defender,2.0,180.0,1.0,0.0,0.0,0.5,0.0,1.5,0.5,1.0,1.0,2.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,32.5,84.6,0.5,1.5,0.0,Data,0.5562858827919068
Daniel Ojeda,6.22,67,Forward,2.0,192.0,0.0,1.0,0.0,1.0,0.0,0.6,0.4,1.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.4,1.0,0.4,11.2,73.2,0.4,0.4,0.0,Data,0.5562858827919068
Álex López,6.17,67,Midfielder,1.0,109.0,0.0,1.0,0.0,0.3,0.0,0.8,0.8,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.5,0.5,0.0,18.8,90.7,0.3,1.0,0.0,Data,0.5562858827919068
Seung-Ho Paik,6.13,67,"Midfielder, Midfielder",0.0,58.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.7,0.0,0.0,6.7,85.0,0.0,0.7,0.0,Data,0.5562858827919068
Gorka Guruzeta,6.01,67,Forward,0.0,45.0,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.3,0.3,1.5,77.8,0.0,0.0,0.0,Data,0.5562858827919068
Charles Traoré,6.94,67,D(L),13.0,1164.0,0.0,3.0,0.0,2.2,1.0,3.1,1.5,2.0,0.1,2.7,0.8,0.2,0.0,0.0,0.5,0.1,1.7,0.0,0.7,1.1,0.5,32.2,71.8,0.6,1.2,0.0,Data,0.5562858827919068
Jonathan Gradit,6.8,67,D(CR),23.0,2013.0,0.0,1.0,0.0,1.5,1.0,2.2,1.9,0.9,0.6,3.1,1.0,0.6,1.0,0.0,0.1,0.9,1.5,0.0,0.5,0.7,0.3,34.2,81.2,0.2,2.3,0.0,Data,0.5562858827919068
Baptiste Santamaría,6.79,67,DMC,37.0,3248.0,0.0,2.0,0.0,1.0,0.0,3.1,1.6,1.3,0.1,1.4,1.4,0.1,0.0,1.0,0.6,0.8,1.3,0.0,0.9,1.1,0.3,39.2,81.0,0.0,3.2,0.0,Data,0.5562858827919068
Nayef Aguerd,6.74,67,D(C),12.0,1051.0,0.0,4.0,1.0,3.2,1.0,1.3,1.1,1.5,0.9,4.2,0.8,0.8,0.0,3.0,0.8,0.5,0.6,0.0,0.4,0.6,0.2,44.3,78.0,0.2,3.8,0.0,Data,0.5562858827919068
Florian Miguel,6.63,67,D(CL),12.0,1117.0,1.0,1.0,1.0,1.6,0.0,1.5,1.6,1.0,0.5,3.4,0.3,0.5,0.0,0.0,0.3,0.2,1.5,0.1,0.3,0.3,0.7,32.1,76.7,0.2,1.9,0.0,Data,0.5562858827919068
